tweet_id,tweet,sentiment,hashtags,subjectivity,polarity,negative,positive,neutral,compound,pos
1779,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.8571428571428571,-0.7142857142857143,0.202,0.0,0.798,-0.5106,"[0.         0.         0.         0.         0.         0.24481904
 0.         0.         0.         0.75785054 0.         0.2149369
 0.         0.         0.24342575 0.         0.         0.
 0.         0.         0.         0.         0.37677191 0.
 0.         0.3439697  0.         0.         0.         0.        ]"
6129,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.189,0.811,0.2732,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46208788 0.80674564 0.         0.
 0.         0.         0.25913112 0.         0.         0.
 0.         0.         0.         0.26170085 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
489,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.42876633 0.18253596
 0.         0.         0.         0.64577133 0.         0.32051196
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.51292449 0.         0.         0.         0.        ]"
2296,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],1.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.40657138
 0.         0.         0.         0.83904241 0.         0.23796404
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27217762 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3269,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.091,0.909,0.0772,"[0.         0.         0.         0.         0.2814808  0.35949909
 0.         0.         0.         0.84788481 0.         0.21041289
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16836489 0.         0.         0.         0.        ]"
4274,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.48125,-0.07500000000000002,0.0,0.248,0.752,0.5106,"[0.         0.         0.         0.         0.         0.12277978
 0.         0.         0.         0.97732652 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17250506 0.         0.         0.         0.        ]"
180,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.195,0.0,0.805,-0.4404,"[0.         0.         0.         0.         0.         0.36537008
 0.         0.         0.         0.75401518 0.         0.
 0.         0.         0.24219381 0.         0.         0.
 0.         0.         0.         0.48919114 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4711,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,-0.3,0.324,0.085,0.591,-0.5613,"[0.         0.         0.         0.         0.54700996 0.23287507
 0.         0.         0.         0.30894743 0.         0.20445079
 0.         0.         0.69464925 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16359424 0.         0.         0.         0.        ]"
51,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.278,0.722,0.6597,"[0.         0.         0.         0.         0.         0.2091501
 0.         0.         0.         0.6474354  0.         0.18362164
 0.         0.45829178 0.2079598  0.         0.         0.
 0.         0.         0.         0.21002208 0.         0.
 0.         0.29385499 0.34587291 0.         0.         0.        ]"
5252,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.08333333333333334,0.016666666666666666,0.113,0.0,0.887,-0.1027,"[0.         0.         0.         0.         0.31927798 0.40777256
 0.         0.         0.         0.72130395 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.41836954 0.
 0.         0.1909729  0.         0.         0.         0.        ]"
7204,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.06666666666666667,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.13625849
 0.         0.         0.         0.84359098 0.         0.23925408
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.41939851 0.
 0.         0.19144259 0.         0.         0.         0.        ]"
4583,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2606060606060606,0.08484848484848484,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.65293579
 0.         0.         0.         0.72185639 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.22934299 0.         0.         0.         0.        ]"
7077,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.15945533
 0.         0.         0.         0.98720514 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
5399,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.146,0.0,0.854,-0.0516,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.61246896 0.         0.30398318
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.72970953 0.         0.         0.         0.        ]"
1438,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.58890626
 0.         0.         0.         0.78128188 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.20685269 0.         0.         0.         0.        ]"
6541,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2606060606060606,0.08484848484848484,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.40535938
 0.         0.         0.         0.71703532 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27136625 0.         0.
 0.49790007 0.         0.         0.         0.         0.        ]"
7456,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.48,-0.12,0.231,0.0,0.769,-0.4939,"[0.         0.         0.         0.         0.         0.58547353
 0.         0.         0.         0.69042471 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19597148 0.         0.37700086
 0.         0.         0.         0.         0.         0.        ]"
7792,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.27200582
 0.         0.         0.         0.96229561 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8178,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.123,0.0,0.877,-0.1027,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.90561531 0.         0.22473941
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.35965693 0.         0.         0.         0.        ]"
4469,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.07692307692307693,0.0,0.0,0.139,0.861,0.2732,"[0.         0.         0.         0.         0.         0.31750052
 0.         0.         0.         0.56162284 0.         0.
 0.         0.         0.42092478 0.         0.         0.
 0.         0.         0.         0.63764845 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8016,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.22602043
 0.         0.         0.         0.89956081 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.37377148 0.         0.         0.        ]"
2339,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.324,0.676,0.5859,"[0.         0.         0.         0.         0.33029916 0.42184848
 0.         0.         0.         0.74620269 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.3951302  0.         0.         0.         0.        ]"
6615,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.8,0.4,0.086,0.296,0.617,0.5267,"[0.         0.         0.         0.         0.         0.38142878
 0.         0.         0.         0.78715555 0.         0.22324821
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.39134116 0.
 0.         0.17863526 0.         0.         0.         0.        ]"
680,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.16,0.0,0.84,-0.2732,"[0.         0.         0.         0.         0.         0.22056185
 0.         0.         0.         0.97537299 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6669,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.108,0.0,0.892,-0.1779,"[0.         0.         0.         0.         0.         0.21578808
 0.         0.         0.         0.57255739 0.         0.1894494
 0.         0.         0.42912    0.         0.         0.51643587
 0.         0.         0.         0.21668773 0.         0.
 0.         0.30318132 0.         0.         0.         0.        ]"
6034,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.381,0.0,0.619,-0.5719,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.68309582 0.         0.67807401
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.27128533 0.         0.         0.         0.        ]"
5755,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.55,0.35,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.24544784
 0.         0.         0.         0.86833945 0.         0.43097791
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4671,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.32343588 0.1376943
 0.         0.         0.         0.85248025 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.3869198  0.         0.         0.         0.        ]"
8772,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.77823326 0.         0.         0.         0.         0.42048574
 0.         0.         0.         0.37189607 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28149254 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6127,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.13636363636363635,0.0,0.193,0.807,0.4767,"[0.         0.4024633  0.         0.         0.         0.23148097
 0.         0.         0.         0.71656182 0.         0.4064537
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.32522977 0.         0.         0.         0.        ]"
8850,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3,1.0,0.0,0.244,0.756,0.6369,"[0.         0.         0.         0.         0.         0.09369815
 0.         0.378041   0.         0.91157837 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.13164549 0.         0.         0.         0.        ]"
4806,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.6333333333333334,-0.4000000000000001,0.0,0.172,0.828,0.4019,"[0.         0.         0.         0.         0.         0.35621856
 0.         0.         0.42106738 0.63011071 0.         0.20849281
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.47693824 0.         0.
 0.         0.16682851 0.         0.         0.         0.        ]"
1607,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.118,0.21,0.672,0.2732,"[0.         0.         0.         0.         0.2830275  0.
 0.         0.         0.         0.95911179 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
704,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.2016627
 0.         0.         0.         0.89179681 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.40500693 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
828,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2833333333333333,0.016666666666666666,0.0,0.231,0.769,0.4019,"[0.         0.         0.         0.         0.         0.29374825
 0.         0.         0.         0.51960773 0.         0.2578939
 0.         0.         0.58415297 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.48577342 0.         0.         0.        ]"
7262,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.76248712 0.         0.37844083
 0.         0.         0.42860132 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.30281486 0.         0.         0.         0.        ]"
3749,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6166666666666667,0.5166666666666666,0.0,0.461,0.539,0.8555,"[0.         0.         0.         0.         0.27776304 0.11825029
 0.         0.         0.         0.83668605 0.         0.20763378
 0.         0.         0.23515463 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.3322823  0.         0.         0.         0.        ]"
